| schema_name    |
| -------------- |
| auth           |
| backup         |
| extensions     |
| graphql        |
| graphql_public |
| public         |
| realtime       |
| storage        |
| vault          || table_name                  | ordinal_position | column_name            | data_type                | pg_type             | is_nullable | column_default                 |
| --------------------------- | ---------------- | ---------------------- | ------------------------ | ------------------- | ----------- | ------------------------------ |
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
declare
  r record;
begin
  if not public.is_admin() then
    raise exception 'Not authorized';
  end if;

  -- check stock
  for r in
    select product_id, qty
    from order_items
    where order_id = p_order_id
  loop
    if (select stock_qty from products where id = r.product_id) < r.qty then
      raise exception 'Insufficient stock for product %', r.product_id;
    end if;
  end loop;

  -- deduct stock
  update products p
  set stock_qty = stock_qty - oi.qty
  from order_items oi
  where oi.order_id = p_order_id
    and oi.product_id = p.id;

  -- confirm order
  update orders
  set status = 'confirmed'
  where id = p_order_id;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| public      | admin_set_order_status         | p_order_id uuid, p_status order_status_type                                                                                                                                                                                                                                                                                              | void                                                                                                | CREATE OR REPLACE FUNCTION public.admin_set_order_status(p_order_id uuid, p_status order_status_type)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
begin
  if not public.is_admin() then
    raise exception 'Not authorized';
  end if;

  update orders
  set status = p_status
  where id = p_order_id;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| public      | admin_verify_gcash_paid        | order_id uuid                                                                                                                                                                                                                                                                                                                            | void                                                                                                | CREATE OR REPLACE FUNCTION public.admin_verify_gcash_paid(order_id uuid)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
    -- Update payment status to 'paid' to trigger the green 'good' badge in UI
    UPDATE public.payments
    SET status = 'paid',
        updated_at = NOW()
    WHERE payments.order_id = admin_verify_gcash_paid.order_id
      AND payments.method = 'gcash';

    -- Automatically move the Order status to 'confirmed'
    UPDATE public.orders
    SET status = 'confirmed',
        updated_at = NOW()
    WHERE id = admin_verify_gcash_paid.order_id;
END;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| public      | admin_verify_gcash_paid_v2     | p_order_id uuid, p_reference_number text                                                                                                                                                                                                                                                                                                 | void                                                                                                | CREATE OR REPLACE FUNCTION public.admin_verify_gcash_paid_v2(p_order_id uuid, p_reference_number text)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
begin
  if not public.is_admin(auth.uid()) then
    raise exception 'Not authorized';
  end if;

  if length(trim(coalesce(p_reference_number, ''))) = 0 then
    raise exception 'GCash reference number required';
  end if;

  update public.payments
  set
    reference_number = trim(p_reference_number),
    status = 'paid'::payment_status_type
  where order_id = p_order_id
    and method = 'gcash'::payment_method_type;

  if not found then
    raise exception 'No GCash payment found for order';
  end if;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| public      | admin_verify_payment           | p_order_id uuid, p_status text                                                                                                                                                                                                                                                                                                           | void                                                                                                | CREATE OR REPLACE FUNCTION public.admin_verify_payment(p_order_id uuid, p_status text DEFAULT 'paid'::text)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
BEGIN
  -- Security check: ensures only you (the admin) can confirm payments
  IF NOT public.is_admin(auth.uid()) THEN
    RAISE EXCEPTION 'Access Denied: Admin role required.';
  END IF;

  -- Update the order using the UUID and casting the status to the correct type
  UPDATE public.orders 
  SET 
    status = p_status::order_status_type, 
    updated_at = now()
  WHERE id = p_order_id;
END;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public      | admin_verify_payment           | p_payment_id uuid, p_status payment_status_type                                                                                                                                                                                                                                                                                          | void                                                                                                | CREATE OR REPLACE FUNCTION public.admin_verify_payment(p_payment_id uuid, p_status payment_status_type)
 RETURNS void
 LANGUAGE plpgsql
 SECURITY DEFINER
AS $function$
begin
  if not public.is_admin() then
    raise exception 'Not authorized';
  end if;

  update payments
  set status = p_status
  where id = p_payment_id;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| public      | apply_payment_status_rules     |                                                                                                                                                                                                                                                                                                                                          | trigger                                                                                             | CREATE OR REPLACE FUNCTION public.apply_payment_status_rules()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public'
AS $function$
declare
  ref_clean text;
begin
  -- Normalize reference
  ref_clean := nullif(btrim(coalesce(new.reference_number, '')), '');
  -- allow gcash_ref too if you prefer:
  -- ref_clean := coalesce(ref_clean, nullif(btrim(coalesce(new.gcash_ref, '')), ''));

  -- COD: treat as paid right away (your chosen business rule)
  if new.method::text = 'cod' then
    new.status = 'paid'::payment_status_type;
    new.paid_at = coalesce(new.paid_at, now());
    return new;
  end if;

  -- GCash: pending unless VERIFIED by admin
  if new.method::text = 'gcash' then
    -- No ref or TO-FOLLOW => pending
    if ref_clean is null
       or upper(ref_clean) in ('TO-FOLLOW', 'TO FOLLOW', 'TOFOLLOW') then
      new.status = 'pending'::payment_status_type;
      new.paid_at = null;
      return new;
    end if;

    -- Has a reference number:
    -- If someone tries to mark paid, require verified_by (admin action)
    if new.status::text = 'paid' then
      if new.verified_by is null then
        new.status = 'pending'::payment_status_type;
        new.paid_at = null;
      else
        new.paid_at = coalesce(new.paid_at, now());
      end if;
    else
      -- default for gcash with ref is pending until verified
      new.status = 'pending'::payment_status_type;
      new.paid_at = null;
    end if;

    return new;
  end if;

  -- Other methods: leave as-is (or decide your own rule)
  return new;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |
| public      | auto_pay_cod_on_fulfillment    |                                                                                                                                                                                                                                                                                                                                          | trigger                                                                                             | CREATE OR REPLACE FUNCTION public.auto_pay_cod_on_fulfillment()
 RETURNS trigger
 LANGUAGE plpgsql
AS $function$
begin
  -- Only react if status actually changed
  if new.status is distinct from old.status then

    -- Final states = money should be counted
    if new.status in ('delivered', 'completed') then

      -- COD = paid at handoff
      if new.payment_method = 'cod' then
        update public.payments p
        set status = 'paid',
            paid_at = coalesce(p.paid_at, now()),
            verified_by = coalesce(p.verified_by, auth.uid())
        where p.order_id = new.id
          and p.status <> 'paid';
      end if;

    end if;
  end if;

  return new;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| public      | auto_pay_on_status_change      |                                                                                                                                                                                                                                                                                                                                          | trigger                                                                                             | CREATE OR REPLACE FUNCTION public.auto_pay_on_status_change()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO 'public'
AS $function$
begin
  if new.status is distinct from old.status then
    if new.status in ('confirmed','delivered','completed') then

      -- COD: always mark paid
      update public.payments p
      set status = 'paid',
          paid_at = coalesce(p.paid_at, now()),
          verified_by = coalesce(p.verified_by, auth.uid())
      where p.order_id = new.id
        and p.status <> 'paid'
        and p.method = 'cod';

      -- GCash: mark paid only if reference_number exists
      update public.payments p
      set status = 'paid',
          paid_at = coalesce(p.paid_at, now()),
          verified_by = coalesce(p.verified_by, auth.uid())
      where p.order_id = new.id
        and p.status <> 'paid'
        and p.method = 'gcash'
        and p.reference_number is not null
        and length(trim(p.reference_number)) > 0;

    end if;
  end if;

  return new;
end;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| public      | calculate_delivery_total       | estimated_cost_param numeric, delivery_fee_param numeric                                                                                                                                                                                                                                                                                 | numeric                                                                                             | CREATE OR REPLACE FUNCTION public.calculate_delivery_total(estimated_cost_param numeric, delivery_fee_param numeric)
 RETURNS numeric
 LANGUAGE plpgsql
 IMMUTABLE
AS $function$
BEGIN
    RETURN COALESCE(estimated_cost_param, 0) + COALESCE(delivery_fee_param, 0);
END;
$function$
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
